alarm_id,dataset_vehicle_code,event_type,point_index,timestamp_utc,latitude,longitude,speed_kmh,angle,course,ew
e7652db8-5f43-41de-a26b-6f4ad25fc476,M482AT156,NoDriver,12,2026-05-15T00:14:28+00:00,54.700921,56.113018,109.0,225.40479977205953,231.11238956104805,True
ea559499-85da-46f3-8990-f9bd43ee96ac,M083OU124,Distraction,0,2026-05-14T19:11:06+00:00,69.341598,88.166383,53.0,22.996969840039768,9.532108041200956,False
ee809241-e908-4c1a-ac5d-58f6b1da36be,R680MA196,DangerousDistance,0,2026-05-14T22:11:49+00:00,56.790448,60.829862999999996,101.0,298.19366222540725,315.48773558915417,False
fa338699-3b21-4a41-a384-4b0fdf7f23d0,R680MA196,Sabotage,0,2026-05-14T22:11:49+00:00,56.790448,60.829862999999996,101.0,298.19366222540725,315.48773558915417,False
c9d92123-62f0-4237-9150-a57624b10b93,S643UR799,Smoking,0,2026-05-18T23:52:52+00:00,56.266415,37.502691,78.0,353.5626452077141,,False
2da126f5-3f48-43ba-b2cd-9307ea09d400,S643UR799,Smoking,0,2026-05-18T23:52:52+00:00,56.266415,37.502691,78.0,353.5626452077141,,False
f7e5afe2-5257-4edf-86cc-2c5648c84e5b,M078OO154,Drowsiness,0,2026-05-18T23:42:01+00:00,53.825728000000005,83.48221100000002,73.0,160.80502777082916,,False
5546a06a-ab16-459d-82ba-70425646833d,V224BB125,Smoking,0,2026-05-18T23:45:39+00:00,43.027513,131.885413,56.0,339.0899935977681,,False
5546a06a-ab16-459d-82ba-70425646833d,V224BB125,Smoking,1,2026-05-18T23:45:54+00:00,43.029455,131.884398,56.0,353.86023425381404,,False
bde0d4a2-7c10-423d-84de-60004aa50424,S643UR799,Smoking,0,2026-05-18T23:30:07+00:00,56.12669600000001,37.515838,82.0,310.3408668261573,,False
511a8d67-242b-4b5f-9d21-e059645a2413,V844UV186,Drowsiness,0,2026-05-18T23:28:58+00:00,61.075568,76.11667100000001,64.0,183.60949341366856,,False
725866bd-9c81-45ec-a06f-bdf08df3a79d,K279HM154,Drowsiness,0,2026-05-18T21:41:10+00:00,55.330585,85.593586,91.0,296.741661111943,,False
e61bb6ff-ea0b-49ae-a11d-27b58519b9e9,K279HM154,Drowsiness,0,2026-05-18T21:41:10+00:00,55.330585,85.593586,91.0,296.741661111943,,False
dc1f8142-055c-4e4f-84e9-56020c16a753,M477YM790,Drowsiness,0,2026-05-18T21:23:54+00:00,55.692625,37.829596,91.0,2.011080447867471,,False
9fe2f146-bc90-4ebf-a7e2-e61ebb951caa,U444UA54,Drowsiness,0,2026-05-18T21:13:27+00:00,55.150908,83.041638,94.0,61.07200213349614,,False
d2379587-3189-4903-916e-8352459c03f1,K524VR977,Smoking,0,2026-05-18T21:45:20+00:00,55.79484,37.700845,57.0,257.38401631484834,,False
f0d04637-7cb1-43f4-a861-9096b78f9a5a,K524VR977,Smoking,0,2026-05-18T21:45:20+00:00,55.79484,37.700845,57.0,257.38401631484834,,False
bf9206f7-2c08-463c-98b4-53063acd50bd,K524VR977,Smoking,0,2026-05-18T21:45:20+00:00,55.79484,37.700845,57.0,257.38401631484834,,False
3059d92e-c668-4c58-b3dd-3326e1cd6a45,U126TK124,Drowsiness,0,2026-05-18T21:48:08+00:00,55.50765100000001,85.97262,86.0,307.6224312728553,,False
3059d92e-c668-4c58-b3dd-3326e1cd6a45,U126TK124,Drowsiness,1,2026-05-18T22:00:38+00:00,55.44697,85.88501499999998,86.0,142.4326246163596,,False
46b542d1-1ba3-4997-9496-9f0859a9bc30,U126TK124,Drowsiness,0,2026-05-18T21:48:08+00:00,55.50765100000001,85.97262,86.0,307.6224312728553,,False
46b542d1-1ba3-4997-9496-9f0859a9bc30,U126TK124,Drowsiness,1,2026-05-18T22:00:38+00:00,55.44697,85.88501499999998,86.0,142.4326246163596,,False
0605028d-a8f9-4237-a9dd-c5d0b70d10cd,U126TK124,Drowsiness,0,2026-05-18T21:48:08+00:00,55.50765100000001,85.97262,86.0,307.6224312728553,,False
0605028d-a8f9-4237-a9dd-c5d0b70d10cd,U126TK124,Drowsiness,1,2026-05-18T22:00:38+00:00,55.44697,85.88501499999998,86.0,142.4326246163596,,False
122f8e75-9edf-4db8-839e-5de6b29bd45b,U126TK124,Drowsiness,0,2026-05-18T21:48:08+00:00,55.50765100000001,85.97262,86.0,307.6224312728553,,False
122f8e75-9edf-4db8-839e-5de6b29bd45b,U126TK124,Drowsiness,1,2026-05-18T22:00:38+00:00,55.44697,85.88501499999998,86.0,142.4326246163596,,False
661adc32-0b32-490b-836e-6b1f0da537cf,U126TK124,Drowsiness,0,2026-05-18T21:48:08+00:00,55.50765100000001,85.97262,86.0,307.6224312728553,,False
661adc32-0b32-490b-836e-6b1f0da537cf,U126TK124,Drowsiness,1,2026-05-18T22:00:38+00:00,55.44697,85.88501499999998,86.0,142.4326246163596,,False
6e0414ee-ac4c-4278-a129-afbc076aa99a,U126TK124,Drowsiness,0,2026-05-18T21:48:08+00:00,55.50765100000001,85.97262,86.0,307.6224312728553,,False
6e0414ee-ac4c-4278-a129-afbc076aa99a,U126TK124,Drowsiness,1,2026-05-18T22:00:38+00:00,55.44697,85.88501499999998,86.0,142.4326246163596,,False
